id,name,pg,vg,nicotine,volume,vendor_id
17929f0a-a01a-474f-b3cd-746bf01c5a43,Fifty VPG 50/50,50,50,10,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
8e816d8c-b815-447f-bcea-6a20d21bb91f,Fifty VPG 50/50,50,50,20,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
a6e92a47-491f-467f-80bb-974c9f03153b,Fifty VPG 50/50,50,50,12,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
b6a4cd10-815c-424e-8a98-1e424d397b0a,Dripper VPG 70/30,30,70,10,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
d4ed6ed4-b78c-4e15-971f-15dfd305a02f,Dripper VPG 70/30,30,70,20,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
e1d576cc-f2d5-4599-8dba-2deaafce0fb0,Dripper VPG 70/30,30,70,18,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
e25a6643-bf88-46d8-8abe-696ad02c0c68,Nico Base Fifty,50,50,3,10,5fbe2a0d-8e19-426f-97e6-c414a234a65a
